input_geo,indicator_name,value,indicator_subgroup,indicator_group,year,source_name,indicator_topic,indicator_subtopic,geo_name,geo_code,geo_iso,geo_parent,geo_level
Belgium,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Brunei Darussalam,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brunei Darussalam,96.0,BN,35.0,5.0
Canada,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Chile,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Croatia,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Cyprus,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Czech Republic,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Denmark,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Estonia,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Finland,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
France,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,France,250.0,FR,155.0,5.0
Germany,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Germany,276.0,DE,155.0,5.0
Greece,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Greece,300.0,GR,39.0,5.0
Hungary,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Hungary,348.0,HU,151.0,5.0
Iceland,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iceland,352.0,IS,154.0,5.0
Ireland,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ireland,372.0,IE,154.0,5.0
Israel,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Israel,376.0,IL,145.0,5.0
Italy,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Italy,380.0,IT,39.0,5.0
Japan,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Japan,392.0,JP,30.0,5.0
"Korea, Republic of",investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Republic of South Korea,410.0,KR,30.0,5.0
Kuwait,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kuwait,414.0,KW,145.0,5.0
Latvia,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Latvia,428.0,LV,154.0,5.0
Liechtenstein,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liechtenstein,438.0,LI,155.0,5.0
Lithuania,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lithuania,440.0,LT,154.0,5.0
Luxembourg,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Luxembourg,442.0,LU,155.0,5.0
Malta,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malta,470.0,MT,39.0,5.0
Monaco,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Monaco,492.0,MC,155.0,5.0
Netherlands,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Netherlands,528.0,NL,155.0,5.0
New Zealand,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,New Zealand,554.0,NZ,53.0,5.0
Norway,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Norway,578.0,NO,154.0,5.0
Oman,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Oman,512.0,OM,145.0,5.0
Palau,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Palau,585.0,PW,57.0,5.0
Panama,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Panama,591.0,PA,13.0,5.0
Poland,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Poland,616.0,PL,151.0,5.0
Portugal,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Portugal,620.0,PT,39.0,5.0
Qatar,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Qatar,634.0,QA,145.0,5.0
San Marino,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,San Marino,674.0,SM,39.0,5.0
Saudi Arabia,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saudi Arabia,682.0,SA,145.0,5.0
Seychelles,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Seychelles,690.0,SC,14.0,5.0
Singapore,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Singapore,702.0,SG,35.0,5.0
Slovenia,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Slovenia,705.0,SI,39.0,5.0
Spain,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Spain,724.0,ES,39.0,5.0
St. Kitts and Nevis,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Kitts and Nevis,659.0,KN,29.0,5.0
Sweden,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sweden,752.0,SE,154.0,5.0
Switzerland,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Switzerland,756.0,CH,155.0,5.0
Trinidad and Tobago,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Trinidad and Tobago,780.0,TT,29.0,5.0
United Arab Emirates,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Arab Emirates,784.0,AE,145.0,5.0
United Kingdom,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Kingdom,826.0,GB,154.0,5.0
United States,investment or production tax credits,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United States of America,840.0,US,21.0,5.0
Uruguay,investment or production tax credits,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uruguay,858.0,UY,5.0,5.0
Albania,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Albania,8.0,AL,39.0,5.0
Algeria,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Algeria,12.0,DZ,15.0,5.0
Armenia,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Armenia,51.0,AM,145.0,5.0
Azerbaijan,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Azerbaijan,31.0,AZ,145.0,5.0
Belarus,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belarus,112.0,BY,151.0,5.0
Belize,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belize,84.0,BZ,13.0,5.0
Bosnia and Herzegovina,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bosnia and Herzegovina,70.0,BA,39.0,5.0
Botswana,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Botswana,72.0,BW,18.0,5.0
Brazil,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brazil,76.0,BR,5.0,5.0
Bulgaria,investment or production tax credits,1,UPPER-MIDDLE INCOME,New (one or more policies of this type),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bulgaria,100.0,BG,151.0,5.0
China,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,China,156.0,CN,30.0,5.0
Colombia,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Colombia,170.0,CO,5.0,5.0
Costa Rica,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Costa Rica,188.0,CR,13.0,5.0
Cuba,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cuba,192.0,CU,29.0,5.0
Dominica,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominica,212.0,DM,29.0,5.0
Dominican Republic,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominican Republic,214.0,DO,29.0,5.0
Ecuador,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ecuador,218.0,EC,5.0,5.0
Equatorial Guinea,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Equatorial Guinea,226.0,GQ,17.0,5.0
Fiji,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Fiji,242.0,FJ,54.0,5.0
Gabon,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gabon,266.0,GA,17.0,5.0
Grenada,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Grenada,308.0,GD,29.0,5.0
Guatemala,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guatemala,320.0,GT,13.0,5.0
Guyana,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guyana,328.0,GY,5.0,5.0
Iran,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iran,364.0,IR,34.0,5.0
Iraq,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iraq,368.0,IQ,145.0,5.0
Jamaica,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jamaica,388.0,JM,29.0,5.0
Jordan,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jordan,400.0,JO,145.0,5.0
Kazakhstan,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kazakhstan,398.0,KZ,143.0,5.0
Lebanon,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lebanon,422.0,LB,145.0,5.0
Libya,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Libya,434.0,LY,15.0,5.0
North Macedonia,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,North Macedonia,807.0,MK,39.0,5.0
Malaysia,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malaysia,458.0,MY,35.0,5.0
Maldives,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Maldives,462.0,MV,34.0,5.0
Marshall Islands,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Marshall Islands,584.0,MH,57.0,5.0
Mauritius,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mauritius,480.0,MU,14.0,5.0
Mexico,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mexico,484.0,MX,13.0,5.0
Montenegro,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Montenegro,499.0,ME,39.0,5.0
Namibia,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Namibia,516.0,NA,18.0,5.0
Nauru,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nauru,520.0,NR,57.0,5.0
Paraguay,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Paraguay,600.0,PY,5.0,5.0
Peru,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Peru,604.0,PE,5.0,5.0
Romania,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Romania,642.0,RO,151.0,5.0
Russian Federation,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Russian Federation,643.0,RU,151.0,5.0
Samoa,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Samoa,882.0,WS,61.0,5.0
Serbia,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
South Africa,investment or production tax credits,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Africa,710.0,ZA,18.0,5.0
St. Lucia,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Lucia,662.0,LC,29.0,5.0
St. Vincent and the Grenadines,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Vincent and the Grenadines,670.0,VC,29.0,5.0
Suriname,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Suriname,740.0,SR,5.0,5.0
Thailand,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Thailand,764.0,TH,35.0,5.0
Tonga,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tonga,776.0,TO,61.0,5.0
Turkey,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkey,792.0,TR,145.0,5.0
Turkmenistan,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkmenistan,795.0,TM,143.0,5.0
Tuvalu,investment or production tax credits,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tuvalu,798.0,TV,61.0,5.0
Angola,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Angola,24.0,AO,17.0,5.0
Bangladesh,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bangladesh,50.0,BD,34.0,5.0
Bhutan,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bhutan,64.0,BT,34.0,5.0
Bolivia,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bolivia,68.0,BO,5.0,5.0
Cape Verde,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cabo Verde,132.0,CV,11.0,5.0
Cambodia,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cambodia,116.0,KH,35.0,5.0
Cameroon,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cameroon,120.0,CM,17.0,5.0
"Congo, Republic of",investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Democratic Republic of the Congo,180.0,CD,17.0,5.0
Cote d'Ivoire,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Côte d’Ivoire,384.0,CI,11.0,5.0
Djibouti,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Djibouti,262.0,DJ,14.0,5.0
Egypt,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Egypt,818.0,EG,15.0,5.0
El Salvador,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,El Salvador,222.0,SV,13.0,5.0
Eswatini ,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Eswatini,748.0,SZ,18.0,5.0
Georgia,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Georgia,268.0,GE,145.0,5.0
Ghana,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ghana,288.0,GH,11.0,5.0
Honduras,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Honduras,340.0,HN,13.0,5.0
India,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,India,356.0,IN,34.0,5.0
Indonesia,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Indonesia,360.0,ID,35.0,5.0
Kenya,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kenya,404.0,KE,14.0,5.0
Kiribati,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kiribati,296.0,KI,57.0,5.0
Kyrgyzstan,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kyrgyzstan,417.0,KG,143.0,5.0
Lesotho,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lesotho,426.0,LS,18.0,5.0
Mauritania,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mauritania,478.0,MR,11.0,5.0
Moldova,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Moldova,498.0,MD,151.0,5.0
Mongolia,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mongolia,496.0,MN,30.0,5.0
Morocco,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Morocco,504.0,MA,15.0,5.0
Myanmar,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Myanmar,104.0,MM,35.0,5.0
Nicaragua,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nicaragua,558.0,NI,13.0,5.0
Nigeria,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nigeria,566.0,NG,11.0,5.0
Pakistan,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Pakistan,586.0,PK,34.0,5.0
"Palestine, State of",investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,State of Palestine,275.0,PS,145.0,5.0
Papua New Guinea,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Papua New Guinea,598.0,PG,54.0,5.0
Philippines,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Philippines,608.0,PH,35.0,5.0
São Tomé and Príncipe,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sao Tome and Principe,678.0,ST,17.0,5.0
Solomon Islands,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Solomon Islands,90.0,SB,54.0,5.0
Sri Lanka,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sri Lanka,144.0,LK,34.0,5.0
Sudan,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sudan,729.0,SD,15.0,5.0
Timor-Leste,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Timor-Leste,626.0,TL,35.0,5.0
Tunisia,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tunisia,788.0,TN,15.0,5.0
Ukraine,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ukraine,804.0,UA,151.0,5.0
Uzbekistan,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uzbekistan,860.0,UZ,143.0,5.0
Vanuatu,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Vanuatu,548.0,VU,54.0,5.0
Vietnam,investment or production tax credits,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Vietnam,704.0,VN,35.0,5.0
Zambia,investment or production tax credits,0,LOWER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zambia,894.0,ZM,14.0,5.0
Afghanistan,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Afghanistan,4.0,AF,34.0,5.0
Benin,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Benin,204.0,BJ,11.0,5.0
Burkina Faso,investment or production tax credits,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Burkina Faso,854.0,BF,11.0,5.0
Burundi,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Burundi,108.0,BI,14.0,5.0
Central African Republic,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Central African Republic,140.0,CF,17.0,5.0
Chad,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chad,148.0,TD,17.0,5.0
Comoros,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Comoros,174.0,KM,14.0,5.0
Democratic Republic of Congo,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Democratic Republic of the Congo,180.0,CD,17.0,5.0
Eritrea,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Eritrea,232.0,ER,14.0,5.0
